Time,Price,Volume,Side
14:45:00,2019.8,2,M
14:45:00,2019.8,5,M
14:45:00,2019.8,3,M
14:45:00,2019.8,8,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,26,M
14:45:00,2019.8,29,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,17,M
14:45:00,2019.8,3,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,11,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,11,M
14:45:00,2019.8,10,M
14:45:00,2019.8,25,M
14:45:00,2019.8,1,M
14:45:00,2019.8,19,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,3,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,11,M
14:45:00,2019.8,20,M
14:45:00,2019.8,19,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,10,M
14:45:00,2019.8,1,M
14:45:00,2019.8,6,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,40,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,12,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,4,M
14:45:00,2019.8,29,M
14:45:00,2019.8,1,M
14:45:00,2019.8,8,M
14:45:00,2019.8,5,M
14:45:00,2019.8,10,M
14:45:00,2019.8,4,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,3,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,9,M
14:45:00,2019.8,1,M
14:45:00,2019.8,5,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,8,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,4,M
14:45:00,2019.8,6,M
14:45:00,2019.8,4,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,3,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,8,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,10,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,8,M
14:45:00,2019.8,1,M
14:45:00,2019.8,7,M
14:45:00,2019.8,1,M
14:45:00,2019.8,18,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,8,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,3,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,5,M
14:45:00,2019.8,1,M
14:45:00,2019.8,6,M
14:45:00,2019.8,4,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,30,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,3,M
14:45:00,2019.8,1,M
14:45:00,2019.8,5,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,8,M
14:45:00,2019.8,9,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,3,M
14:45:00,2019.8,10,M
14:45:00,2019.8,15,M
14:45:00,2019.8,10,M
14:45:00,2019.8,11,M
14:45:00,2019.8,6,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,10,M
14:45:00,2019.8,14,M
14:45:00,2019.8,2,M
14:45:00,2019.8,10,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,8,M
14:45:00,2019.8,3,M
14:45:00,2019.8,11,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,31,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,10,M
14:45:00,2019.8,31,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,50,M
14:45:00,2019.8,25,M
14:45:00,2019.8,1,M
14:45:00,2019.8,5,M
14:45:00,2019.8,10,M
14:45:00,2019.8,10,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,31,M
14:45:00,2019.8,1,M
14:45:00,2019.8,10,M
14:45:00,2019.8,3,M
14:45:00,2019.8,20,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,5,M
14:45:00,2019.8,1,M
14:45:00,2019.8,7,M
14:45:00,2019.8,5,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,2,M
14:45:00,2019.8,2,M
14:45:00,2019.8,4,M
14:45:00,2019.8,2,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,1,M
14:45:00,2019.8,5,M
